disease,pageid,url
Pyruvate carboxylase deficiency,6861722,https://en.wikipedia.org/wiki/Pyruvate_carboxylase_deficiency
Pyruvate kinase deficiency,1017889,https://en.wikipedia.org/wiki/Pyruvate_kinase_deficiency
Q fever,56480,https://en.wikipedia.org/wiki/Q_fever
Ixodes holocyclus,3272427,https://en.wikipedia.org/wiki/Ixodes_holocyclus
Robert Huebner,1359034,https://en.wikipedia.org/wiki/Robert_Huebner
Atypical pneumonia,377933,https://en.wikipedia.org/wiki/Atypical_pneumonia
Rabies,16946852,https://en.wikipedia.org/wiki/Rabies
Lyssa,7329318,https://en.wikipedia.org/wiki/Lyssa
Skunks as pets,1220353,https://en.wikipedia.org/wiki/Skunks_as_pets
Animal bite,1524906,https://en.wikipedia.org/wiki/Animal_bite
Post-exposure prophylaxis,883664,https://en.wikipedia.org/wiki/Post-exposure_prophylaxis
Silver-haired bat,12168653,https://en.wikipedia.org/wiki/Silver-haired_bat
Animal vaccination,63040899,https://en.wikipedia.org/wiki/Animal_vaccination
Yellow mongoose,2336494,https://en.wikipedia.org/wiki/Yellow_mongoose
Rabson–Mendenhall syndrome,9920555,https://en.wikipedia.org/wiki/Rabson–Mendenhall_syndrome
Radiation Sickness,7679763,https://en.wikipedia.org/wiki/Radiation_Sickness
Radium Girls,1626400,https://en.wikipedia.org/wiki/Radium_Girls
List of Toxic Holocaust demos,38943293,https://en.wikipedia.org/wiki/List_of_Toxic_Holocaust_demos
Ramsay Hunt syndrome,12968029,https://en.wikipedia.org/wiki/Ramsay_Hunt_syndrome
ROHHAD,20688404,https://en.wikipedia.org/wiki/ROHHAD
Reactive arthritis,2812465,https://en.wikipedia.org/wiki/Reactive_arthritis
Laryngeal papillomatosis,2154041,https://en.wikipedia.org/wiki/Laryngeal_papillomatosis
Human papillomavirus infection,188518,https://en.wikipedia.org/wiki/Human_papillomavirus_infection
Refsum disease,4681915,https://en.wikipedia.org/wiki/Refsum_disease
Relapsing polychondritis,2684401,https://en.wikipedia.org/wiki/Relapsing_polychondritis
Renal agenesis,869317,https://en.wikipedia.org/wiki/Renal_agenesis
Renal cell carcinoma,414178,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
Axitinib,14705695,https://en.wikipedia.org/wiki/Axitinib
TroVax,7984682,https://en.wikipedia.org/wiki/TroVax
Anil Suri,51380188,https://en.wikipedia.org/wiki/Anil_Suri
Renal glycosuria,10942672,https://en.wikipedia.org/wiki/Renal_glycosuria
Renal medullary carcinoma,22117291,https://en.wikipedia.org/wiki/Renal_medullary_carcinoma
Restless legs syndrome,240832,https://en.wikipedia.org/wiki/Restless_legs_syndrome
Dextropropoxyphene,1078828,https://en.wikipedia.org/wiki/Dextropropoxyphene
Tactile hallucination,41119526,https://en.wikipedia.org/wiki/Tactile_hallucination
K-complex,1937038,https://en.wikipedia.org/wiki/K-complex
Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,42673840,https://en.wikipedia.org/wiki/Retinal_vasculopathy_with_cerebral_leukoencephalopathy_and_systemic_manifestations
Retinitis pigmentosa,350926,https://en.wikipedia.org/wiki/Retinitis_pigmentosa
Retinal degeneration (rhodopsin mutation),22671435,https://en.wikipedia.org/wiki/Retinal_degeneration_(rhodopsin_mutation)
Locus heterogeneity,36913992,https://en.wikipedia.org/wiki/Locus_heterogeneity
Willie Brown (politician),520599,https://en.wikipedia.org/wiki/Willie_Brown_(politician)
Cyclic nucleotide–gated ion channel,1349300,https://en.wikipedia.org/wiki/Cyclic_nucleotide–gated_ion_channel
HK1,14178127,https://en.wikipedia.org/wiki/HK1
Retinoblastoma,464337,https://en.wikipedia.org/wiki/Retinoblastoma
Loss of heterozygosity,1790681,https://en.wikipedia.org/wiki/Loss_of_heterozygosity
Retinopathy of prematurity,465162,https://en.wikipedia.org/wiki/Retinopathy_of_prematurity
Neovascularization,4117653,https://en.wikipedia.org/wiki/Neovascularization
Retinoschisis,416351,https://en.wikipedia.org/wiki/Retinoschisis
Retroperitoneal fibrosis,3755475,https://en.wikipedia.org/wiki/Retroperitoneal_fibrosis
Rett syndrome,56476,https://en.wikipedia.org/wiki/Rett_syndrome
Locus coeruleus,833785,https://en.wikipedia.org/wiki/Locus_coeruleus
Huda Zoghbi,26832587,https://en.wikipedia.org/wiki/Huda_Zoghbi
Skewed X-inactivation,22689624,https://en.wikipedia.org/wiki/Skewed_X-inactivation
Derepression,8786437,https://en.wikipedia.org/wiki/Derepression
KCNJ10,14799130,https://en.wikipedia.org/wiki/KCNJ10
Reye syndrome,406602,https://en.wikipedia.org/wiki/Reye_syndrome
Mechanism of action of aspirin,16985959,https://en.wikipedia.org/wiki/Mechanism_of_action_of_aspirin
Aspirin,1525,https://en.wikipedia.org/wiki/Aspirin
Rheumatic fever,412735,https://en.wikipedia.org/wiki/Rheumatic_fever
Group A streptococcal infection,58638,https://en.wikipedia.org/wiki/Group_A_streptococcal_infection
Rheumatoid arthritis,25875,https://en.wikipedia.org/wiki/Rheumatoid_arthritis
Roberts syndrome,26855929,https://en.wikipedia.org/wiki/Roberts_syndrome
Robinow syndrome,5214835,https://en.wikipedia.org/wiki/Robinow_syndrome
Rocky Mountain spotted fever,83461,https://en.wikipedia.org/wiki/Rocky_Mountain_spotted_fever
Winston Price,62887812,https://en.wikipedia.org/wiki/Winston_Price
Rosai–Dorfman disease,14099112,https://en.wikipedia.org/wiki/Rosai–Dorfman_disease
Roussy–Lévy syndrome,36308777,https://en.wikipedia.org/wiki/Roussy–Lévy_syndrome
Rubella,172323,https://en.wikipedia.org/wiki/Rubella
Use of fetal tissue in vaccine development,56413821,https://en.wikipedia.org/wiki/Use_of_fetal_tissue_in_vaccine_development
March of Dimes,859943,https://en.wikipedia.org/wiki/March_of_Dimes
Congenital rubella syndrome,172327,https://en.wikipedia.org/wiki/Congenital_rubella_syndrome
Rubinstein–Taybi syndrome,1493083,https://en.wikipedia.org/wiki/Rubinstein–Taybi_syndrome
CREB-binding protein,9927027,https://en.wikipedia.org/wiki/CREB-binding_protein
Silver–Russell syndrome,25716089,https://en.wikipedia.org/wiki/Silver–Russell_syndrome
Sacrococcygeal teratoma,4087257,https://en.wikipedia.org/wiki/Sacrococcygeal_teratoma
Saethre–Chotzen syndrome,2223797,https://en.wikipedia.org/wiki/Saethre–Chotzen_syndrome
Sandhoff disease,2525541,https://en.wikipedia.org/wiki/Sandhoff_disease
Schindler disease,20174618,https://en.wikipedia.org/wiki/Schindler_disease
Schinzel–Giedion syndrome,15279550,https://en.wikipedia.org/wiki/Schinzel–Giedion_syndrome
Ulnar–mammary syndrome,24259662,https://en.wikipedia.org/wiki/Ulnar–mammary_syndrome
Schnitzler syndrome,19732247,https://en.wikipedia.org/wiki/Schnitzler_syndrome
Schwartz–Jampel syndrome,42000512,https://en.wikipedia.org/wiki/Schwartz–Jampel_syndrome
Scleroderma,21587184,https://en.wikipedia.org/wiki/Scleroderma
Systemic scleroderma,26951,https://en.wikipedia.org/wiki/Systemic_scleroderma
David Sweet,3838406,https://en.wikipedia.org/wiki/David_Sweet
MTOR,2839255,https://en.wikipedia.org/wiki/MTOR
Seckel syndrome,4624339,https://en.wikipedia.org/wiki/Seckel_syndrome
Ataxia telangiectasia and Rad3 related,9597496,https://en.wikipedia.org/wiki/Ataxia_telangiectasia_and_Rad3_related
Dopamine-responsive dystonia,20059305,https://en.wikipedia.org/wiki/Dopamine-responsive_dystonia
Senior–Løken syndrome,13393724,https://en.wikipedia.org/wiki/Senior–Løken_syndrome
Ehrlichiosis,9041558,https://en.wikipedia.org/wiki/Ehrlichiosis
Sepiapterin reductase deficiency,37691693,https://en.wikipedia.org/wiki/Sepiapterin_reductase_deficiency
Setleis syndrome,25710008,https://en.wikipedia.org/wiki/Setleis_syndrome
Severe combined immunodeficiency,232921,https://en.wikipedia.org/wiki/Severe_combined_immunodeficiency
Navajo Nation,165741,https://en.wikipedia.org/wiki/Navajo_Nation
Short bowel syndrome,1257053,https://en.wikipedia.org/wiki/Short_bowel_syndrome
Short QT syndrome,638645,https://en.wikipedia.org/wiki/Short_QT_syndrome
SHORT syndrome,3062826,https://en.wikipedia.org/wiki/SHORT_syndrome
Shprintzen–Goldberg syndrome,29548888,https://en.wikipedia.org/wiki/Shprintzen–Goldberg_syndrome
Shwachman–Diamond syndrome,25715899,https://en.wikipedia.org/wiki/Shwachman–Diamond_syndrome
Sialidosis,2556566,https://en.wikipedia.org/wiki/Sialidosis
Sickle cell disease,21010263,https://en.wikipedia.org/wiki/Sickle_cell_disease
Exchange transfusion,6423871,https://en.wikipedia.org/wiki/Exchange_transfusion
Glutamine,63549,https://en.wikipedia.org/wiki/Glutamine
Hemoglobin subunit beta,6179158,https://en.wikipedia.org/wiki/Hemoglobin_subunit_beta
Protein biosynthesis,24553,https://en.wikipedia.org/wiki/Protein_biosynthesis
Hereditary persistence of fetal hemoglobin,19191783,https://en.wikipedia.org/wiki/Hereditary_persistence_of_fetal_hemoglobin
Vence L. Bonham Jr.,66883474,https://en.wikipedia.org/wiki/Vence_L._Bonham_Jr.
Health in Sudan,16540708,https://en.wikipedia.org/wiki/Health_in_Sudan
Undertreatment of pain,51190190,https://en.wikipedia.org/wiki/Undertreatment_of_pain
B virus,8292334,https://en.wikipedia.org/wiki/B_virus
Simpson–Golabi–Behmel syndrome,4166656,https://en.wikipedia.org/wiki/Simpson–Golabi–Behmel_syndrome
Glypican,11275157,https://en.wikipedia.org/wiki/Glypican
Singleton Merten syndrome,25193647,https://en.wikipedia.org/wiki/Singleton_Merten_syndrome
Sinonasal undifferentiated carcinoma,37067157,https://en.wikipedia.org/wiki/Sinonasal_undifferentiated_carcinoma
Sirenomelia,1460251,https://en.wikipedia.org/wiki/Sirenomelia
Sitosterolemia,5937217,https://en.wikipedia.org/wiki/Sitosterolemia
Sjögren–Larsson syndrome,6057865,https://en.wikipedia.org/wiki/Sjögren–Larsson_syndrome
Smallpox,16829895,https://en.wikipedia.org/wiki/Smallpox
Soviet biological weapons program,11564525,https://en.wikipedia.org/wiki/Soviet_biological_weapons_program
Poxviridae,1548205,https://en.wikipedia.org/wiki/Poxviridae
Native American disease and epidemics,24545319,https://en.wikipedia.org/wiki/Native_American_disease_and_epidemics
First Fleet,70061,https://en.wikipedia.org/wiki/First_Fleet
Alastrim,24379397,https://en.wikipedia.org/wiki/Alastrim
Smith–Magenis syndrome,2476314,https://en.wikipedia.org/wiki/Smith–Magenis_syndrome
Chromosome 17,3407862,https://en.wikipedia.org/wiki/Chromosome_17
Smith–Lemli–Opitz syndrome,1907985,https://en.wikipedia.org/wiki/Smith–Lemli–Opitz_syndrome
Sneddon's syndrome,5789226,https://en.wikipedia.org/wiki/Sneddon's_syndrome
Snyder–Robinson syndrome,61185920,https://en.wikipedia.org/wiki/Snyder–Robinson_syndrome
Soft-tissue sarcoma,288195,https://en.wikipedia.org/wiki/Soft-tissue_sarcoma
Nanobiotix,31387219,https://en.wikipedia.org/wiki/Nanobiotix
Trabectedin,8213823,https://en.wikipedia.org/wiki/Trabectedin
Evofosfamide,18438985,https://en.wikipedia.org/wiki/Evofosfamide
Sotos syndrome,30862455,https://en.wikipedia.org/wiki/Sotos_syndrome
Spina bifida,208860,https://en.wikipedia.org/wiki/Spina_bifida
Tethered spinal cord syndrome,7794465,https://en.wikipedia.org/wiki/Tethered_spinal_cord_syndrome
Congenital vertebral anomaly,3882792,https://en.wikipedia.org/wiki/Congenital_vertebral_anomaly
Latex allergy,722360,https://en.wikipedia.org/wiki/Latex_allergy
Bianca Jackson,4163542,https://en.wikipedia.org/wiki/Bianca_Jackson
Spinal disease,21742039,https://en.wikipedia.org/wiki/Spinal_disease
Project Nicaragua,30754299,https://en.wikipedia.org/wiki/Project_Nicaragua
MTRR (gene),14755762,https://en.wikipedia.org/wiki/MTRR_(gene)
Spinal muscular atrophy,5695295,https://en.wikipedia.org/wiki/Spinal_muscular_atrophy
SR protein,1138554,https://en.wikipedia.org/wiki/SR_protein
Wendy Chung,50389312,https://en.wikipedia.org/wiki/Wendy_Chung
KHDRBS1,14118939,https://en.wikipedia.org/wiki/KHDRBS1
Distal spinal muscular atrophy type 1,23056117,https://en.wikipedia.org/wiki/Distal_spinal_muscular_atrophy_type_1
Ectrodactyly,33752564,https://en.wikipedia.org/wiki/Ectrodactyly
Spondylocostal dysostosis,13922156,https://en.wikipedia.org/wiki/Spondylocostal_dysostosis
Cerebrospinal fluid leak,21369738,https://en.wikipedia.org/wiki/Cerebrospinal_fluid_leak
Inclusion body myositis,15538,https://en.wikipedia.org/wiki/Inclusion_body_myositis
Inflammatory myopathy,19758168,https://en.wikipedia.org/wiki/Inflammatory_myopathy
Staphylococcal scalded skin syndrome,2073581,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome
Status epilepticus,1880053,https://en.wikipedia.org/wiki/Status_epilepticus
Sodium thiopental,29218,https://en.wikipedia.org/wiki/Sodium_thiopental
Stickler syndrome,1658140,https://en.wikipedia.org/wiki/Stickler_syndrome
"Collagen, type XI, alpha 2",3578309,"https://en.wikipedia.org/wiki/Collagen,_type_XI,_alpha_2"
Craniofacial regeneration,62547618,https://en.wikipedia.org/wiki/Craniofacial_regeneration
Stiff-person syndrome,2574140,https://en.wikipedia.org/wiki/Stiff-person_syndrome
Glutamate decarboxylase,1592325,https://en.wikipedia.org/wiki/Glutamate_decarboxylase
Stomach cancer,261613,https://en.wikipedia.org/wiki/Stomach_cancer
Sturge–Weber syndrome,2541107,https://en.wikipedia.org/wiki/Sturge–Weber_syndrome
Subacute sclerosing panencephalitis,3132519,https://en.wikipedia.org/wiki/Subacute_sclerosing_panencephalitis
Succinic semialdehyde dehydrogenase deficiency,5407179,https://en.wikipedia.org/wiki/Succinic_semialdehyde_dehydrogenase_deficiency
Ataxia,969,https://en.wikipedia.org/wiki/Ataxia
Sudden infant death syndrome,65344,https://en.wikipedia.org/wiki/Sudden_infant_death_syndrome
Smoking and pregnancy,27148945,https://en.wikipedia.org/wiki/Smoking_and_pregnancy
Vaccine hesitancy,1742315,https://en.wikipedia.org/wiki/Vaccine_hesitancy
Viera Scheibner,3567741,https://en.wikipedia.org/wiki/Viera_Scheibner
Sudden unexplained death in childhood,38656856,https://en.wikipedia.org/wiki/Sudden_unexplained_death_in_childhood
Superficial siderosis,25262438,https://en.wikipedia.org/wiki/Superficial_siderosis
Superior mesenteric artery syndrome,16740653,https://en.wikipedia.org/wiki/Superior_mesenteric_artery_syndrome
Febrile neutrophilic dermatosis,3532229,https://en.wikipedia.org/wiki/Febrile_neutrophilic_dermatosis
Gonadal dysgenesis,5680834,https://en.wikipedia.org/wiki/Gonadal_dysgenesis
Tongue disease,17844308,https://en.wikipedia.org/wiki/Tongue_disease
Epilepsy,10511,https://en.wikipedia.org/wiki/Epilepsy
Syringobulbia,6548203,https://en.wikipedia.org/wiki/Syringobulbia
Syringomyelia,29666,https://en.wikipedia.org/wiki/Syringomyelia
Chiari malformation,208893,https://en.wikipedia.org/wiki/Chiari_malformation
Cavalier King Charles Spaniel,338810,https://en.wikipedia.org/wiki/Cavalier_King_Charles_Spaniel
Griffon Bruxellois,1377361,https://en.wikipedia.org/wiki/Griffon_Bruxellois
Systemic primary carnitine deficiency,2097334,https://en.wikipedia.org/wiki/Systemic_primary_carnitine_deficiency
Takotsubo cardiomyopathy,7710140,https://en.wikipedia.org/wiki/Takotsubo_cardiomyopathy
Tangier disease,5679358,https://en.wikipedia.org/wiki/Tangier_disease
ABCA1,14087305,https://en.wikipedia.org/wiki/ABCA1
Tardive dyskinesia,321556,https://en.wikipedia.org/wiki/Tardive_dyskinesia
Atypical antipsychotic,185272,https://en.wikipedia.org/wiki/Atypical_antipsychotic
Zonisamide,2261838,https://en.wikipedia.org/wiki/Zonisamide
Pleurothotonus,20603172,https://en.wikipedia.org/wiki/Pleurothotonus
Tarsal tunnel syndrome,2632974,https://en.wikipedia.org/wiki/Tarsal_tunnel_syndrome
Tay–Sachs disease,56481,https://en.wikipedia.org/wiki/Tay–Sachs_disease
Point mutation,611074,https://en.wikipedia.org/wiki/Point_mutation
Tenosynovial giant cell tumor,57066429,https://en.wikipedia.org/wiki/Tenosynovial_giant_cell_tumor
Testicular cancer,300221,https://en.wikipedia.org/wiki/Testicular_cancer
Germ cell tumor,1169324,https://en.wikipedia.org/wiki/Germ_cell_tumor
Gonocyte,16176024,https://en.wikipedia.org/wiki/Gonocyte
Lucas Fitzgerald,19039400,https://en.wikipedia.org/wiki/Lucas_Fitzgerald
"Prairie Grove, Arkansas",107298,"https://en.wikipedia.org/wiki/Prairie_Grove,_Arkansas"
Tetrahydrobiopterin deficiency,3407595,https://en.wikipedia.org/wiki/Tetrahydrobiopterin_deficiency
Tetralogy of Fallot,242284,https://en.wikipedia.org/wiki/Tetralogy_of_Fallot
Cardiology,5421,https://en.wikipedia.org/wiki/Cardiology
Thoracic outlet syndrome,759166,https://en.wikipedia.org/wiki/Thoracic_outlet_syndrome
Subclavian vein,2178803,https://en.wikipedia.org/wiki/Subclavian_vein
3-M syndrome,17533758,https://en.wikipedia.org/wiki/3-M_syndrome
TAR syndrome,236306,https://en.wikipedia.org/wiki/TAR_syndrome
Thrombotic thrombocytopenic purpura,472537,https://en.wikipedia.org/wiki/Thrombotic_thrombocytopenic_purpura
Schistocyte,1661252,https://en.wikipedia.org/wiki/Schistocyte
Microangiopathic hemolytic anemia,488689,https://en.wikipedia.org/wiki/Microangiopathic_hemolytic_anemia
Argininosuccinic aciduria,3539338,https://en.wikipedia.org/wiki/Argininosuccinic_aciduria
Aromatic L-amino acid decarboxylase deficiency,61453391,https://en.wikipedia.org/wiki/Aromatic_L-amino_acid_decarboxylase_deficiency
Arterial tortuosity syndrome,10571666,https://en.wikipedia.org/wiki/Arterial_tortuosity_syndrome
Arteriovenous malformation,3135,https://en.wikipedia.org/wiki/Arteriovenous_malformation
Septic arthritis,546881,https://en.wikipedia.org/wiki/Septic_arthritis
Limp,1278527,https://en.wikipedia.org/wiki/Limp
Joint effusion,26280847,https://en.wikipedia.org/wiki/Joint_effusion
Farber disease,3267592,https://en.wikipedia.org/wiki/Farber_disease
Asherman's syndrome,1402675,https://en.wikipedia.org/wiki/Asherman's_syndrome
Catastrophic antiphospholipid syndrome,4983663,https://en.wikipedia.org/wiki/Catastrophic_antiphospholipid_syndrome
Aspartylglucosaminuria,6702067,https://en.wikipedia.org/wiki/Aspartylglucosaminuria
Aspergillosis,5854506,https://en.wikipedia.org/wiki/Aspergillosis
Allergic bronchopulmonary aspergillosis,4922861,https://en.wikipedia.org/wiki/Allergic_bronchopulmonary_aspergillosis
Aspergillus,1529518,https://en.wikipedia.org/wiki/Aspergillus
Chronic pulmonary aspergillosis,32401416,https://en.wikipedia.org/wiki/Chronic_pulmonary_aspergillosis
Asphyxiating thoracic dysplasia,29728990,https://en.wikipedia.org/wiki/Asphyxiating_thoracic_dysplasia
Ataxia–telangiectasia,1058672,https://en.wikipedia.org/wiki/Ataxia–telangiectasia
Familial isolated vitamin E deficiency,7744482,https://en.wikipedia.org/wiki/Familial_isolated_vitamin_E_deficiency
ATR-16 syndrome,48358976,https://en.wikipedia.org/wiki/ATR-16_syndrome
Atransferrinemia,9344129,https://en.wikipedia.org/wiki/Atransferrinemia
Atrioventricular septal defect,2561583,https://en.wikipedia.org/wiki/Atrioventricular_septal_defect
Thyroid cancer,22191575,https://en.wikipedia.org/wiki/Thyroid_cancer
Effects of the Chernobyl disaster,4155456,https://en.wikipedia.org/wiki/Effects_of_the_Chernobyl_disaster
Liraglutide,15809706,https://en.wikipedia.org/wiki/Liraglutide
Thyroid lymphoma,36906128,https://en.wikipedia.org/wiki/Thyroid_lymphoma
Coby Karl,5429777,https://en.wikipedia.org/wiki/Coby_Karl
Cynara Coomer,28873129,https://en.wikipedia.org/wiki/Cynara_Coomer
Graves' ophthalmopathy,6024779,https://en.wikipedia.org/wiki/Graves'_ophthalmopathy
Tietze syndrome,317445,https://en.wikipedia.org/wiki/Tietze_syndrome
Timothy syndrome,1092527,https://en.wikipedia.org/wiki/Timothy_syndrome
Tinnitus,101970,https://en.wikipedia.org/wiki/Tinnitus
The Hum,2219785,https://en.wikipedia.org/wiki/The_Hum
Ear,768413,https://en.wikipedia.org/wiki/Ear
Health effects from noise,4450529,https://en.wikipedia.org/wiki/Health_effects_from_noise
Noise-induced hearing loss,6894544,https://en.wikipedia.org/wiki/Noise-induced_hearing_loss
Tolosa–Hunt syndrome,8800319,https://en.wikipedia.org/wiki/Tolosa–Hunt_syndrome
Tongue,55999,https://en.wikipedia.org/wiki/Tongue
Black hairy tongue,2382764,https://en.wikipedia.org/wiki/Black_hairy_tongue
Hypodontia,1434429,https://en.wikipedia.org/wiki/Hypodontia
Anodontia,4210962,https://en.wikipedia.org/wiki/Anodontia
Tooth and nail syndrome,21531909,https://en.wikipedia.org/wiki/Tooth_and_nail_syndrome
TORCH syndrome,5954698,https://en.wikipedia.org/wiki/TORCH_syndrome
Toxoplasmosis,73592,https://en.wikipedia.org/wiki/Toxoplasmosis
Townes–Brocks syndrome,8593615,https://en.wikipedia.org/wiki/Townes–Brocks_syndrome
Toxic shock syndrome,384849,https://en.wikipedia.org/wiki/Toxic_shock_syndrome
Tampon,262663,https://en.wikipedia.org/wiki/Tampon
Menstrual cup,454390,https://en.wikipedia.org/wiki/Menstrual_cup
Tracheobronchomalacia,30989622,https://en.wikipedia.org/wiki/Tracheobronchomalacia
Tracheomalacia,195508,https://en.wikipedia.org/wiki/Tracheomalacia
Transverse myelitis,31622,https://en.wikipedia.org/wiki/Transverse_myelitis
Multiple sclerosis signs and symptoms,11017081,https://en.wikipedia.org/wiki/Multiple_sclerosis_signs_and_symptoms
Treacher Collins syndrome,1125767,https://en.wikipedia.org/wiki/Treacher_Collins_syndrome
Tricho–dento–osseous syndrome,42189380,https://en.wikipedia.org/wiki/Tricho–dento–osseous_syndrome
Langer–Giedion syndrome,195631,https://en.wikipedia.org/wiki/Langer–Giedion_syndrome
Trichothiodystrophy,21339139,https://en.wikipedia.org/wiki/Trichothiodystrophy
Progeroid syndromes,38057969,https://en.wikipedia.org/wiki/Progeroid_syndromes
Transcription factor II H,9895073,https://en.wikipedia.org/wiki/Transcription_factor_II_H
Trichotillomania,68937,https://en.wikipedia.org/wiki/Trichotillomania
Obsessive–compulsive spectrum,8368016,https://en.wikipedia.org/wiki/Obsessive–compulsive_spectrum
SLITRK1,3030329,https://en.wikipedia.org/wiki/SLITRK1
Trigeminal neuralgia,311890,https://en.wikipedia.org/wiki/Trigeminal_neuralgia
Superior cerebellar artery,3840378,https://en.wikipedia.org/wiki/Superior_cerebellar_artery
Infraorbital nerve,5170484,https://en.wikipedia.org/wiki/Infraorbital_nerve
Aneeta Prem,45518035,https://en.wikipedia.org/wiki/Aneeta_Prem
Trimethylaminuria,1620523,https://en.wikipedia.org/wiki/Trimethylaminuria
Trimethylamine,1620404,https://en.wikipedia.org/wiki/Trimethylamine
Trimethylamine N-oxide,10289579,https://en.wikipedia.org/wiki/Trimethylamine_N-oxide
Triosephosphate isomerase deficiency,8560736,https://en.wikipedia.org/wiki/Triosephosphate_isomerase_deficiency
Polyploidy,62610,https://en.wikipedia.org/wiki/Polyploidy
Triploid syndrome,8276489,https://en.wikipedia.org/wiki/Triploid_syndrome
Trismus pseudocamptodactyly syndrome,55933280,https://en.wikipedia.org/wiki/Trismus_pseudocamptodactyly_syndrome
Patau syndrome,422600,https://en.wikipedia.org/wiki/Patau_syndrome
Chromosome 13,3398738,https://en.wikipedia.org/wiki/Chromosome_13
Edwards syndrome,435802,https://en.wikipedia.org/wiki/Edwards_syndrome
Trisomy X,67599209,https://en.wikipedia.org/wiki/Trisomy_X
Tropical sprue,1231464,https://en.wikipedia.org/wiki/Tropical_sprue
Truncus arteriosus,6811116,https://en.wikipedia.org/wiki/Truncus_arteriosus
Tuberculosis,30653,https://en.wikipedia.org/wiki/Tuberculosis
Consumption,7295,https://en.wikipedia.org/wiki/Consumption
Tuberous sclerosis,602466,https://en.wikipedia.org/wiki/Tuberous_sclerosis
RHEB,14167246,https://en.wikipedia.org/wiki/RHEB
Manuel Rodríguez Gómez,9236700,https://en.wikipedia.org/wiki/Manuel_Rodríguez_Gómez
Tularemia,274848,https://en.wikipedia.org/wiki/Tularemia
Rabbit fever,3067528,https://en.wikipedia.org/wiki/Rabbit_fever
TNF receptor associated periodic syndrome,6311568,https://en.wikipedia.org/wiki/TNF_receptor_associated_periodic_syndrome
Turner syndrome,49364,https://en.wikipedia.org/wiki/Turner_syndrome
Isochromosome,2462412,https://en.wikipedia.org/wiki/Isochromosome
Twin anemia-polycythemia sequence,40705667,https://en.wikipedia.org/wiki/Twin_anemia-polycythemia_sequence
Twin-to-twin transfusion syndrome,1044236,https://en.wikipedia.org/wiki/Twin-to-twin_transfusion_syndrome
Typhoid fever,31596,https://en.wikipedia.org/wiki/Typhoid_fever
Asymptomatic carrier,679680,https://en.wikipedia.org/wiki/Asymptomatic_carrier
Edward Thomas Ryan,45356351,https://en.wikipedia.org/wiki/Edward_Thomas_Ryan
Superspreading event,39958236,https://en.wikipedia.org/wiki/Superspreading_event
Salmonellosis,1046292,https://en.wikipedia.org/wiki/Salmonellosis
Inflammatory bowel disease,616967,https://en.wikipedia.org/wiki/Inflammatory_bowel_disease
Phosphatidylcholine,533109,https://en.wikipedia.org/wiki/Phosphatidylcholine
Adalimumab,1829708,https://en.wikipedia.org/wiki/Adalimumab
Infliximab,324466,https://en.wikipedia.org/wiki/Infliximab
Tacrolimus,159010,https://en.wikipedia.org/wiki/Tacrolimus
Descending colon,4639139,https://en.wikipedia.org/wiki/Descending_colon
Fecal microbiota transplant,3762041,https://en.wikipedia.org/wiki/Fecal_microbiota_transplant
Per- and polyfluoroalkyl substances,20471890,https://en.wikipedia.org/wiki/Per-_and_polyfluoroalkyl_substances
Fernando Pisani,2437920,https://en.wikipedia.org/wiki/Fernando_Pisani
Urachal cancer,14287168,https://en.wikipedia.org/wiki/Urachal_cancer
Urofacial syndrome,5162832,https://en.wikipedia.org/wiki/Urofacial_syndrome
Hives,904954,https://en.wikipedia.org/wiki/Hives
Usher syndrome,915830,https://en.wikipedia.org/wiki/Usher_syndrome
VACTERL association,2707116,https://en.wikipedia.org/wiki/VACTERL_association
Hypervalinemia,14287037,https://en.wikipedia.org/wiki/Hypervalinemia
Vasculitis,667428,https://en.wikipedia.org/wiki/Vasculitis
TBX2,14815510,https://en.wikipedia.org/wiki/TBX2
Rickets,25987,https://en.wikipedia.org/wiki/Rickets
Vogt–Koyanagi–Harada disease,49449371,https://en.wikipedia.org/wiki/Vogt–Koyanagi–Harada_disease
Von Hippel–Lindau disease,32768,https://en.wikipedia.org/wiki/Von_Hippel–Lindau_disease
Samra Turajlic,65390827,https://en.wikipedia.org/wiki/Samra_Turajlic
Von Willebrand disease,311436,https://en.wikipedia.org/wiki/Von_Willebrand_disease
Waardenburg syndrome,616665,https://en.wikipedia.org/wiki/Waardenburg_syndrome
Waldenström macroglobulinemia,2898867,https://en.wikipedia.org/wiki/Waldenström_macroglobulinemia
Macroglobulinemia,3083261,https://en.wikipedia.org/wiki/Macroglobulinemia
Walker–Warburg syndrome,3350880,https://en.wikipedia.org/wiki/Walker–Warburg_syndrome
Wandering spleen,9739602,https://en.wikipedia.org/wiki/Wandering_spleen
Warburg Micro syndrome,16285161,https://en.wikipedia.org/wiki/Warburg_Micro_syndrome
Warm antibody autoimmune hemolytic anemia,2842604,https://en.wikipedia.org/wiki/Warm_antibody_autoimmune_hemolytic_anemia
Weaver syndrome,12066418,https://en.wikipedia.org/wiki/Weaver_syndrome
EZH2,14134041,https://en.wikipedia.org/wiki/EZH2
